id,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,target
10233,43,Private,245056,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
10234,19,Private,28790,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
10235,27,Self-emp-not-inc,114225,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,>50K
10236,33,Local-gov,55921,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,<=50K
10237,41,Local-gov,174575,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10238,48,Private,249935,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K
10239,41,Private,95047,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,44,United-States,>50K
10240,21,Private,243921,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
10241,31,Private,574005,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K
10242,76,Private,243768,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,<=50K
10243,40,Private,53727,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
10244,53,Self-emp-inc,134854,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Greece,>50K
10245,44,Private,62258,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
10246,90,Private,52386,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
10247,28,Self-emp-not-inc,33363,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K
10248,33,Private,207267,10th,6,Separated,Other-service,Unmarried,White,Female,3418,0,35,United-States,<=50K
10249,58,Local-gov,310085,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
10250,28,Private,263015,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10251,46,Private,192779,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
10252,43,Local-gov,301638,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,40,United-States,<=50K
10253,43,Private,85995,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
10254,25,Private,201635,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
10255,41,Local-gov,343079,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1740,20,United-States,<=50K
10256,35,Private,220098,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K
10257,25,Private,503012,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
10258,37,Private,342768,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10259,53,Private,96062,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Greece,<=50K
10260,51,Self-emp-not-inc,171924,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
10261,59,State-gov,268700,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
10262,34,Private,342709,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
10263,54,Private,28683,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3464,0,40,United-States,<=50K
10264,33,Self-emp-not-inc,281030,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,94,United-States,<=50K
10265,28,Private,360527,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
10266,22,Private,46561,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
10267,66,Private,298834,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Canada,<=50K
10268,51,Local-gov,114508,9th,5,Separated,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
10269,33,Private,150570,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,43,United-States,>50K
10270,56,Private,28729,11th,7,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
10271,68,Private,351711,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
10272,42,Private,386175,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
10273,46,Private,106092,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
10274,49,Private,115613,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
10275,26,Private,60722,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
10276,27,Private,51025,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
10277,28,Private,76714,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K
10278,66,Private,141085,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,8,United-States,<=50K
10279,33,Private,119913,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
10280,19,Private,382738,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
10281,62,Federal-gov,125155,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
10282,24,Private,86153,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10283,22,Private,199419,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
10284,49,Private,203067,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
10285,27,Private,39665,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,37,United-States,<=50K
10286,21,Private,122348,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,35,United-States,<=50K
10287,38,Local-gov,194630,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,4787,0,43,United-States,>50K
10288,28,Private,144521,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
10289,40,Private,133974,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
10290,37,Private,263094,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
10291,43,Private,241928,HS-grad,9,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,32,United-States,<=50K
10292,43,Private,194773,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
10293,28,Private,70604,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,<=50K
10294,27,Private,218785,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
10295,48,Local-gov,407495,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,>50K
10296,32,Private,93930,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
10297,54,Self-emp-not-inc,33863,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
10298,40,Private,259307,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
10299,50,Private,128478,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
10300,44,Private,271792,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
10301,59,State-gov,186308,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
10302,28,Private,186239,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
10303,35,State-gov,82622,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,<=50K
10304,45,Local-gov,172111,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,<=50K
10305,90,Self-emp-not-inc,155981,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,10566,0,50,United-States,<=50K
10306,68,Private,156000,10th,6,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
10307,40,Local-gov,196234,HS-grad,9,Divorced,Craft-repair,Own-child,White,Female,0,0,40,Puerto-Rico,<=50K
10308,31,State-gov,286911,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
10309,23,Private,214542,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
10310,31,Local-gov,213307,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
10311,66,Private,185336,HS-grad,9,Widowed,Sales,Other-relative,White,Female,0,0,35,United-States,<=50K
10312,23,Private,311376,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10313,28,Private,116372,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
10314,42,Private,227065,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,32,United-States,>50K
10315,48,Private,98524,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
10316,42,State-gov,219553,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,<=50K
10317,50,Private,170050,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
10318,40,Self-emp-inc,169878,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
10319,18,Private,282394,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,21,United-States,<=50K
10320,32,Private,42596,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
10321,28,Self-emp-not-inc,176027,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K
10322,48,Private,138970,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
10323,38,Private,193372,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
10324,34,Private,112139,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10325,50,Private,304260,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
10326,20,Private,174063,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
10327,21,Private,205759,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
10328,31,Private,309974,Some-college,10,Separated,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
10329,43,Federal-gov,347720,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
10330,48,Private,161187,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,2463,0,40,United-States,<=50K
10331,42,Private,99254,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K
10332,36,Private,208358,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,45,United-States,>50K
10333,33,Private,520033,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
10334,47,Private,191277,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
10335,52,Private,222405,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,2377,40,United-States,<=50K
10336,29,Self-emp-not-inc,116207,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K
10337,52,Private,146767,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
10338,51,Local-gov,146181,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
10339,20,Private,471452,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
10340,34,Private,140092,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
10341,32,Private,76773,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
10342,43,State-gov,134782,Assoc-acdm,12,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
10343,28,Private,197113,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Other,Male,0,0,50,Puerto-Rico,<=50K
10344,45,Federal-gov,76008,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
10345,45,Self-emp-inc,160440,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K
10346,37,Private,65390,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
10347,57,Private,89182,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10348,47,Private,39530,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,4,United-States,<=50K
10349,43,Private,174196,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
10350,27,Private,176514,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10351,22,State-gov,121471,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
10352,18,Private,41794,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
10353,55,Private,189528,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
10354,62,Private,416829,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,21,United-States,<=50K
10355,28,Private,82488,HS-grad,9,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
10356,28,Private,139568,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
10357,17,Private,27032,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
10358,38,Private,309122,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
10359,36,Private,190023,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
10360,20,Private,184756,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K
10361,20,Private,218343,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
10362,62,Local-gov,33365,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Canada,<=50K
10363,40,State-gov,377018,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
10364,19,Private,236879,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States,<=50K
10365,33,Private,237833,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
10366,45,Private,191914,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,55,United-States,<=50K
10367,20,Private,161092,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
10368,41,Self-emp-not-inc,49572,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
10369,34,Private,179641,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
10370,64,Private,47298,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
10371,35,Private,143152,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,27,United-States,<=50K
10372,33,Private,594187,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
10373,50,Federal-gov,222020,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
10374,37,Private,29145,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
10375,42,Private,83411,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,40,United-States,<=50K
10376,20,Private,275190,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
10377,36,Private,265881,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
10378,17,Private,204018,11th,7,Never-married,Sales,Unmarried,White,Male,0,0,15,United-States,<=50K
10379,33,Self-emp-not-inc,34102,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
10380,18,Private,37720,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
10381,60,State-gov,165827,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
10382,47,Private,341995,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,<=50K
10383,68,Private,163346,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,32,United-States,<=50K
10384,39,Private,255503,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
10385,24,Private,179627,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
10386,33,Private,178449,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,49,United-States,<=50K
10387,49,Private,129640,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
10388,30,Private,109117,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
10389,55,Private,177484,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,1672,40,United-States,<=50K
10390,54,Self-emp-not-inc,124865,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
10391,25,Private,197036,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
10392,41,Self-emp-inc,146659,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Honduras,<=50K
10393,21,Private,138768,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
10394,53,Private,20438,Some-college,10,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,15,United-States,<=50K
10395,42,Private,363591,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
10396,40,Private,126701,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
10397,51,Private,193720,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
10398,55,Private,125000,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
10399,18,Private,242615,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
10400,24,Private,308205,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
10401,22,Private,193090,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,37,United-States,<=50K
10402,18,Private,234953,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
10403,34,Private,203034,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,2824,50,United-States,>50K
10404,34,Private,115858,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
10405,31,Private,113364,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
10406,40,Private,240027,Some-college,10,Never-married,Sales,Unmarried,Black,Female,0,0,45,United-States,<=50K
10407,32,Private,43403,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,1590,54,United-States,<=50K
10408,21,Private,238917,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
10409,40,Private,214010,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States,<=50K
10410,20,Private,120572,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K
10411,32,Self-emp-inc,110331,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
10412,40,Private,114580,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,24,United-States,>50K
10413,28,State-gov,155397,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
10414,32,Private,171637,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
10415,19,Private,216804,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,33,United-States,<=50K
10416,30,Self-emp-not-inc,117944,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,<=50K
10417,67,Private,212705,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
10418,40,Private,216116,9th,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,Haiti,<=50K
10419,17,Private,95909,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
10420,27,Private,211032,Preschool,1,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,41310,0,24,Mexico,<=50K
10421,50,Private,24013,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United-States,>50K
10422,34,Self-emp-not-inc,90614,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
10423,42,State-gov,117583,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,60,United-States,>50K
10424,28,Private,278736,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
10425,55,Private,463072,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
10426,51,Private,143822,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
10427,19,Private,189574,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
10428,36,Private,32709,Some-college,10,Divorced,Sales,Not-in-family,White,Female,3325,0,45,United-States,<=50K
10429,33,Private,156192,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
10430,35,Private,224566,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
10431,48,Private,141483,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
10432,26,Private,102106,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
10433,40,Federal-gov,199303,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
10434,26,Private,29957,Masters,14,Never-married,Tech-support,Other-relative,White,Male,0,0,25,United-States,<=50K
10435,37,State-gov,60227,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
10436,56,Private,175127,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
10437,62,Private,65868,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,43,United-States,<=50K
10438,22,Private,148187,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
10439,50,Local-gov,139296,11th,7,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
10440,19,Private,128346,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
10441,43,Local-gov,188291,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,>50K
10442,22,Private,191444,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
10443,53,Federal-gov,221791,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
10444,20,Private,219262,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
10445,71,Private,78277,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K
10446,57,Private,112840,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
10447,41,Private,242089,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
10448,39,Private,340091,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,75,United-States,<=50K
10449,39,Private,101260,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
10450,31,Private,373432,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
10451,60,Self-emp-not-inc,176839,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
10452,58,Private,156040,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1848,40,United-States,>50K
10453,51,State-gov,172962,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
10454,36,Private,129573,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
10455,38,Private,80771,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
10456,51,Self-emp-not-inc,103257,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
10457,20,Private,42706,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,72,United-States,<=50K
10458,19,Private,55284,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
10459,23,Private,115326,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
10460,46,Self-emp-not-inc,225456,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
10461,42,Local-gov,19700,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
10462,26,Local-gov,337867,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
10463,43,Private,169628,Bachelors,13,Never-married,Sales,Unmarried,Black,Female,0,0,35,United-States,>50K
10464,44,Private,211531,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
10465,29,State-gov,243875,Assoc-voc,11,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
10466,39,Private,83893,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
